,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
65,220.13188800000003,16.741583702231154,-79.17833821674404,23.63131007435101,12.593211805157557,70.03723039636048,6.0,81.63483146067416,130.0
66,172.31297600000002,14.812011852351493,84.12081936542948,24.645621245466884,9.669203867087363,66.46699208843228,17.0,106.56698564593302,174.0
67,262.591784,18.285027850986562,-42.648526755366504,19.96064990527342,17.431419475886234,73.99970701221696,5.0,69.84379905808477,138.0
68,179.11480400000002,15.101524807127522,68.38819271226976,18.057564179342798,13.630492718664408,61.87859490855187,10.0,98.2428078250863,221.0
69,290.62356000000005,19.236252473486417,68.64976544215716,22.56804468086378,16.503001175141947,68.45491265245619,9.0,85.75744680851064,152.0
70,179.32092000000003,15.110211333475469,-58.76194681191383,18.655396980176764,12.392534841001769,53.86238307928233,10.0,95.54252873563219,148.0
71,134.593748,13.090839637995694,52.973132232215484,20.39513696971394,10.281794345556238,61.177548140264804,7.0,113.17151607963247,191.0
72,41.635432,7.28092566124197,-5.371402661616223,8.643047535670917,6.665236837059419,28.481244496958553,51.0,130.33168316831683,205.0
73,85.12590800000001,10.410843978616112,-9.3885446749486,12.754313376443509,9.745344213291355,43.74809181403671,52.0,117.4818401937046,192.0
74,250.63705600000003,17.863958438017075,35.26127952608869,21.634945436147333,15.457161348258664,76.31533631099528,5.0,71.74259868421052,141.0
75,67.606048,9.277860409429728,-57.716073877037765,11.40695172048876,9.123801851223133,42.00998589940195,21.0,100.8079268292683,154.0
76,82.652516,10.258481946324016,-62.83841401204126,10.884652800938499,10.04226098995552,37.15564167683894,47.0,89.43890274314215,130.0
77,251.25540400000003,17.885980996333675,-77.77056348320764,20.326934026817828,16.074060135682082,64.79064786586925,5.0,104.98605414273995,189.0
78,143.86896800000002,13.534388028937167,-45.90204495892972,16.794737306050344,11.061055113238028,49.85427716464756,25.0,120.90687679083095,197.0
79,305.876144,19.734578848607516,67.7880549664019,22.34134396560804,17.484517783730738,70.14738926831266,19.0,101.95754716981132,190.0
80,156.64816000000002,14.122699172679456,-15.957521528943449,22.093766800709652,9.54991233172121,59.60859490855187,13.0,105.03157894736842,162.0
81,157.47262400000002,14.159815397455274,-30.153618710915495,18.07641258929205,11.540171801214155,56.070621387210565,11.0,109.54973821989529,161.0
82,241.361836,17.530300459064673,-34.053022577278064,18.439601356467488,17.06730392973921,68.31525687501919,5.0,74.7463706233988,158.0
83,17.107628000000002,4.667130648076881,-27.498012225507406,9.003861305649433,3.82680297442786,20.79274140244339,39.0,83.44578313253012,109.0
84,176.64141200000003,14.996894044976656,-54.155678520541095,20.083887718844263,13.782049096566796,73.91904504574966,7.0,84.92882147024504,134.0
85,220.13188800000003,16.741583702231154,52.41501470328653,22.958166643626047,13.299154800629456,71.68130983233658,5.0,77.29307116104869,136.0
86,221.78081600000002,16.80416928011715,4.950073612131588,21.817018032031484,13.364420766461944,65.73091265245617,11.0,86.41263940520446,151.0
87,165.71726400000003,14.525762416139017,16.57475162174424,18.281648276742576,12.170129445306415,58.88864786586926,17.0,120.5136815920398,201.0
88,214.77287200000004,16.53654479529334,44.096725013413476,19.343282956530313,14.2979459005427,57.68243603659972,22.0,86.01823416506718,146.0
89,242.59853200000003,17.575154179611022,77.7154833469797,21.402993319370612,14.472003244899561,61.97262138721058,17.0,123.09005947323705,255.0
90,209.61997200000002,16.336965376613783,83.0377652937724,21.844642776024855,12.719597919921735,63.46091265245619,29.0,82.80137659783678,139.0
91,176.22918,14.979384530488929,-11.372670889510184,18.70260015127574,12.506766919330891,60.83093913111488,11.0,77.89941520467836,128.0
92,456.54694000000006,24.110031481435932,39.17671771753022,32.05475950087771,21.80421190303526,119.84587826222976,9.0,64.95846501128668,139.0
93,230.43768800000004,17.128992292570615,-6.276246668788876,21.43597228424747,13.946143260706108,62.598541951234495,12.0,83.07692307692308,145.0
94,189.62672,15.538347358790194,4.736468611135783,19.67909602703379,12.771466818019514,67.54691265245619,20.0,90.76521739130435,132.0
95,151.28914400000002,13.879024491293777,57.10791542740376,18.451572371872356,10.449048971674753,48.11617125001278,53.0,113.60762942779292,158.0
96,243.83522800000003,17.61989371957489,38.18779420470814,25.108808848919665,13.781563497247426,76.59741574697134,8.0,75.3803888419273,156.0
97,191.069532,15.59734861880187,-32.44964440799369,19.91307667746705,13.234638123974102,74.9372039177018,11.0,77.86731391585761,139.0
98,233.52942800000002,17.243517697644613,-76.38594173365006,19.328040988729526,15.764729404217347,60.62675378050403,13.0,83.96822594880847,140.0
99,174.37413600000002,14.900337094650824,-19.13419114114022,17.835440819259446,12.603456402893917,54.61459490855188,12.0,100.451536643026,146.0
100,181.588196,15.205435607187304,-43.56245324877805,20.579729683971635,12.083601185937031,65.6235216616061,9.0,91.48808172531214,176.0
101,247.33920000000003,17.74604323231405,-87.75891496851568,22.88959831541557,14.16641661157167,69.28501856709096,10.0,118.96583333333334,193.0
102,226.72760000000002,16.99054284603338,48.899555613913954,18.626164898949252,15.797115407236461,58.902012378060626,68.0,147.19636363636363,235.0
103,263.622364,18.320873852558655,51.58577933949313,22.856007220271675,15.169272567814941,73.0271774390431,8.0,126.61219702892885,208.0
104,243.01076400000002,17.59008000326048,-66.83010368727615,21.45990702742822,15.099549293549021,68.79875378050403,10.0,147.22222222222223,255.0
105,181.38208000000003,15.196803511341354,69.83726399064103,18.944723251285776,12.745664529710778,58.01291265245619,10.0,84.18977272727273,142.0
106,265.271292,18.378082028802364,23.109144051122342,20.676954837775508,16.712844805640604,71.21117743904311,9.0,68.6068376068376,129.0
